sBT,sNT,sRT,s,sPrefLabel,sAltLabels
Europe| Europa Island| Western Europe,Norway| Iceland| Uppsala Sweden| Skane| Helsinki Finland| Denmark| Norrbotten Sweden| Sweden| Finland,Caledonides,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scandinavia,Scandinavia,
metals| rare earths,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scandio,scandium,
Europe| Europa Island| Scandinavia| Western Europe| Sweden,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scania,Skane,
,,geophysical methods| radar methods| multispectral analysis| instruments| satellite methods| airborne methods| digital cartography| mosaics| geophysical surveys| Landsat| remote sensing,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scansionemultispettrale,multispectral scanner,
Mollusca| Invertebrata,Dentalium,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scaphopoda,Scaphopoda,
,,nepheloid layer| continental margin| continental slope| marine geology| abyssal plains| ocean floors| submarine fans| canyons,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scarpatacontinentale,continental rise,
,,faults| slopes| cliffs| scarps,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scarpatadifaglia,fault scarps,
,,dredging| sheet piling| applied geology| explosions| rock mechanics| underground installations| blasting| slope stability| tunnels,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scavo,excavations,
,,railroads| reservoirs| land subsidence| waste disposal| applied geology| foundations| explosions| permafrost| geologic hazards| marine installations| rock mechanics| underground installations| feasibility studies| highways| soil mechanics| exploration| slope stability| tunnels| dams| nuclear facilities,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sceltadelsito,site exploration,
Europe| Europa Island| Central Europe| Germany,,Jutland,http://linkeddata.ge.imati.cnr.it/resource/ThIST/schleswig-holstein,Schleswig-Holstein Germany,
,,dikes| ring dikes| igneous rocks| intrusions,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sciamedifiloni,dike swarms,
,,education| textbooks| theoretical studies,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scienzedellaterra,Earth sciences,
,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scienzenaturali,,
Reggio Di Calabria Italy,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scilla,,
,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scimmia,,
,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scissometria,,
mass movements| landslides,,geomorphology| slope stability,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scivolamentoditerra,earthflows,
,,sackung| thrust faults| slope| nappes| gravity flows| gravity tectonics| deep gravity deformation| tectonics| landslides| crustal shortening| Vajont landslide| overthrust faults,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scivolamentogravitativo,gravity sliding,
Zoantharia| Coelenterata| Invertebrata| Anthozoa,Acropora palmata| Montastrea| Porites| Acropora cervicornis,madreporic limestone| biogenesis| Tabulata| Rugosa,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scleractinia,Scleractinia,
,patch reefs| atolls| platform reefs| barrier reefs| back reef| algal reefs| fringing reefs| pinnacle reefs,sea-level changes| paleoecology| boundstone| Formazione di Pesco Falcone| reef sedimentation| reef builders| sedimentation| Coelenterata| sedimentary structures| hermatypic taxa| lagoons| marine geology| geomorphology| biogenic structures| oceanography| reef environment| spits| bioherms| biostromes| lithofacies| continental shelf| sedimentary rocks| shoals| ecology| carbonate banks,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scogliera,reefs,
reefs,,platform reefs| carbonate platforms,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scoglieraalgale,algal reefs,
reefs,,patch reefs| algal reefs| fringing reefs| carbonate platforms| pinnacle reefs,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scoglieradipiattaforma,platform reefs,
Europe| Europa Island| United States of America| United Kingdom| Canada| Western Europe,Grampian Highlands,Laurentia| Lewisian| Dalradian| Hebrides| Moinian| Esk Trough,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scozia,Scotland,
,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scrophulariaceae,,
Coelenterata| Invertebrata,Conularida,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/scyphozoa,Scyphozoa,
,,ocean basins| submarine volcanoes| Atlantis II| submarine eruption| marine geology| ocean floors| abyssal hills,http://linkeddata.ge.imati.cnr.it/resource/ThIST/seamounts,seamounts,
,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/secondaguerramondiale,,
,nearshore sedimentation| paludal sedimentation| biochemical sedimentation| marine sedimentation| glaciofluvial sedimentation| pelagic sedimentation| recent sedimentation| fresh-water sedimentation| hemipelagic sedimentation| bioclastic sedimentation| reef sedimentation| intertidal sedimentation| deep-sea sedimentation| geosynclinal sedimentation| continental sedimentation| terrestrial sedimentation| glaciolacustrine sedimentation| lacustrine sedimentation| chemical sedimentation| fluviolacustrine sedimentation| glaciomarine sedimentation| deltaic sedimentation| estuarine sedimentation| lagoonal sedimentation| slope sedimentation| detrital sedimentation| glacial sedimentation| fluvial sedimentation,origin| granulometry| ocean circulation| climate| taiga environment| reefs| laminar flow| climatic controls| geochemical controls| periglacial environment| slumping| deltas| sediment traps| salinity| beaches| salt marshes| flow structures| reworking| sea-level changes| fresh-water environment| lithification| tidal environment| sedimentary petrology| interglacial environment| cyclothems| cyclic processes| braided streams| precipitation| paleoecology| fluviolacustrine environment| environmental analysis| intertidal environment| shelf environment| hydrology| nearshore environment| urban environment| low-energy environment| deep-sea environment| marine transport| organic materials| applied geology| storm environment| sediment supply| sediments| ice rafting| erosion rates| turbidity currents| pelagic environment| rhythmite| sedimentary structures| coastal environment| provenance| current directions| lacustrine environment| biofacies| localization| tombolos| subalpine environment| cementation| basins| atectonic processes| estuarine environment| actualism| paleocurrents| lagoons| gravity flows| continental slope| stream transport| marine geology| nodules| sediment-water interface| dolomitization| terrestrial environment| sorting| lagoonal environment| continental environment| carbonate platforms| paleocurrent maps| supratidal environment| sedimentary bodies| clastic wedges| estuaries| packing| slope environment| bioturbation| bedding planes| sediment transport| sedimentology| glacial transport| oceanography| reef environment| diagenesis| continental margin sedimentation| tidal flats| reservoir rocks| glaciolacustrine environment| swamps| saltation| glacial environment| silicification| deposition| stream sediments| ocean floors| synsedimentary tectonics| ablation| high-energy environment| lakes| sebkha environment| continental shelf| sedimentation rates| base surges| postglacial environment| shallow-water environment| paludal environment| hypersaline environment| artificial islands| bedload| sedimentary rocks| geopressure| basin analysis| flume studies| punctuated aggradational cycles| cave environment| accretion| heavy minerals| subtidal environment| depositional environment| paleoenvironment| siltation| synsedimentary processes| fresh water| marine environment| aggradation| continental accretion| environment| tectonic controls| progradation| glacial geology| deltaic environment| periodicity| subglacial environment| foreland basins| hemipelagic environment| glaciofluvial environment| paleogeography| glaciomarine environment| riverbed| fluvial environment| channels,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazione,sedimentation,
,,plankton| abyssal environment| mud,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazioneabissale,abyssal sedimentation,
sedimentation,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazioneattuale,recent sedimentation,
sedimentation,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazionebiochimica,biochemical sedimentation,
sedimentation,,reef sedimentation,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazionebioclastica,bioclastic sedimentation,
sedimentation,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazionechimica,chemical sedimentation,
sedimentation,,fluvial fill| terrestrial sedimentation| continental environment,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazionecontinentale,continental sedimentation,
sedimentation,,deltas| fan deltas| imbrication| deltaic environment,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazionedeltizia,deltaic sedimentation,
sedimentation,,fluvial fill| laminite,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazionedetritica,detrital sedimentation,
sedimentation,,estuarine environment| estuaries,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazionediestuario,estuarine sedimentation,
sedimentation,,lagoonal environment,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazionedilaguna,lagoonal sedimentation,
sedimentation,,deep-sea environment| ooze,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazionedimareprofondo,deep-sea sedimentation,
sedimentation,,reefs| Formazione di Pesco Falcone| bioclastic sedimentation,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazionediscogliera,reef sedimentation,
sedimentation,,hemipelagic environment,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazioneemipelagica,hemipelagic sedimentation,
sedimentation,glaciofluvial sedimentation| fluviolacustrine sedimentation,fluviolacustrine environment| fluvial fill| river valley| stream transport| Rijeka Croatia| rivers| point bars| stream sediments| imbrication| alluvial fans| fluvial environment,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazionefluviale,fluvial sedimentation,
sedimentation| glacial sedimentation| fluvial sedimentation,,drift| outwash| glaciofluvial environment,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazionefluvioglaciale,glaciofluvial sedimentation,
sedimentation,glaciofluvial sedimentation| glaciolacustrine sedimentation| glaciomarine sedimentation,glacial transport| glacial environment,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazioneglaciale,glacial sedimentation,
marine sedimentation| sedimentation| glacial sedimentation,,glaciomarine environment,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazioneglaciomarina,glaciomarine sedimentation,
sedimentation,,fresh-water environment,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazioneinacquadolce,fresh-water sedimentation,
sedimentation,,intertidal environment,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazioneintertidale,intertidal sedimentation,
sedimentation,glaciolacustrine sedimentation| fluviolacustrine sedimentation,lacustrine basin| fluviolacustrine environment| lacustrine environment| lacustrine deposit,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazionelacustre,lacustrine sedimentation,
sedimentation,,nearshore environment,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazionelitorale,nearshore sedimentation,
sedimentation,glaciomarine sedimentation,marine transport| marine environment| marine sediments,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazionemarina,marine sedimentation,
sedimentation,,paludal environment,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazionepalustre,paludal sedimentation,
sedimentation,,pelagic environment,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazionepelagica,pelagic sedimentation,
sedimentation,,continental sedimentation| terrestrial environment| continental environment,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentazioneterrestre,terrestrial sedimentation,
,clastic sediments| reworked sediments| erratics| boulders| gravel| sand| clay| residuum| flint clay| pebbles| ooze| alluvium| bottom sediments| residual clays| colluvium| quartz sand| lodgement till| drift| proluvium| till| shingle| stream sediments| outwash| carbonate sediments| dust| kaolin| boulder clay| loess| peat| marine sediments| guano| mud| silt| eluvium| gyttja| diamicton,origin| granulometry| breccia| coarse-grained materials| fines| sediment traps| liquefaction| oolitic texture| cement| reworking| soils| evaporites| wildflysch| lithification| sedimentary petrology| concretions| calcareous composition| morphoscopy| medium-grained| petrology| volcaniclastics| ferruginous composition| clasts| pore water| environmental analysis| petrography| hydrology| filtration| dolomitic composition| organic materials| gypsum| lithostratigraphy| sedimentation| permeability| glauconitic composition| sedimentary structures| arenaceous texture| hardground| provenance| biofacies| pyroclastic flows| river load| suspension| littoral drift| compactness| grain size| anhydrite| amygdules| terrigenous materials| sphericity| siliceous composition| marine geology| lake sediments| sediment-water interface| pisolitic texture| dolomitization| sorting| grains| weathering| entropy| unconsolidated materials| sedimentary bodies| ash flows| sedimentology| iron-rich composition| fossiliferous materials| diagenesis| argillaceous texture| siliciclastics| tempestite| grain size analysis| secondary porosity| volcanic ash| relict materials| deposition| ocean floors| dehydration| organic residues| pisoliths| lithofacies| sediment yield| size distribution| shape analysis| arkosic composition| bedload| sedimentary rocks| spherules| porosity| halite| engineering properties| heavy minerals| shells| turbidite| glacial geology| pyroclastics| clay mineralogy| placers| phi scale| fabric,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimento,sediments,
,antidunes,sedimentary petrology| heteropy| facies analysis| sediments| sedimentation| marine geology| geomorphology| maturity index| sedimentary rocks,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentologia,sedimentology,
sediments,,beach placers| marine sedimentation| washover deposits| fecal pellets,http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimentomarino,marine sediments,
,,signal-to-noise ratio| wave amplification| geophysical methods| plane waves| teleseismic signals| filters| noise| seismology,http://linkeddata.ge.imati.cnr.it/resource/ThIST/segnalesismico,signals,
,,phase equilibria| geochemistry| crystal fractionation| fractional crystallization| miscibility gap| magmas,http://linkeddata.ge.imati.cnr.it/resource/ThIST/segregazione,segregation,
Paleocene| Cenozoic| Paleogene,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/selandiano,Selandian,
chemically precipitated rocks| sedimentary rocks,,conchoidal materials| radiolarite| Formazione di Sogno| chalcedony| Formazione di Soverzene| diatomite| jasper| siliceous rock| metachert| Val di Lima Cherty Limestone,http://linkeddata.ge.imati.cnr.it/resource/ThIST/selce,chert,
,minerals,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/seleniati,selenates,
,,chemical elements| lithophile elements| chalcophile elements,http://linkeddata.ge.imati.cnr.it/resource/ThIST/selenio,selenium,
,minerals,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/seleniti,selenites,
,naumannite| minerals| palladseite| clausthalite| junoite| eskebornite,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/seleniuri,selenides,
,,biologic evolution| Darwinism,http://linkeddata.ge.imati.cnr.it/resource/ThIST/selezionenaturale,natural selection,
,,forests| soils| deforestation,http://linkeddata.ge.imati.cnr.it/resource/ThIST/selvicoltura,forestry,
